path,sentence,accents,age,gender
common_voice_ko_36880233,자기를 보고 놀라는 듯한 첫째의 표정을 보아 그도 역시 선비 자신을 알아본 듯하였다.,South Korea,twenties,male
common_voice_ko_36880234,간난이가 몸을 솟구려고 움찔하는 바람에 선비가 푹 거꾸러졌다.,South Korea,twenties,male
common_voice_ko_36880235,하고는 염치불구하고 하루라도 더 붙들려만 든다.,South Korea,twenties,male
common_voice_ko_36880236,빈부가 섞여 살거니와 무릇 그들을 지으신 이는 여호와시니라.,South Korea,twenties,male
common_voice_ko_36880239,거리에서 손님을 끄느라고 틀어 놓은 유성기 앞이며.,South Korea,twenties,male
common_voice_ko_36880240,농민들은 일시에 일어나서 머리가 땅에 닿도록 절을 몇 번이나 거듭하고 헤어졌다.,South Korea,twenties,male
common_voice_ko_36880241,애정이라는 것이 도리 어나 의 마음을 괴롭게 할 뿐야.,South Korea,twenties,male
common_voice_ko_36880242,그리고 그의 품을 벗어나려고 다리팔을 함부로 놀렸다.,South Korea,twenties,male
common_voice_ko_36880248,춘우는 노로 언덕을 짚어 배를 내밀고 창하는 노를 들어 방향을 정하였다.,South Korea,twenties,male
common_voice_ko_36880249,"아씨, 인력거 아니 타시랍시요?",South Korea,twenties,male
common_voice_ko_36880250,그때 순사의 구둣발에 툭툭 채는 칼은 햇빛에 번쩍번쩍 하였다.,South Korea,twenties,male
common_voice_ko_36880252,"야, 넌 말 좀 고상하게 못 하냐?",South Korea,twenties,male
common_voice_ko_36880263,그때 옆에 섰던 간수는 호령을 하였다.,South Korea,twenties,male
common_voice_ko_36880264,그리고 진중한 위엄을 그에게 보이려고 음성을 둥글게 내었다.,South Korea,twenties,male
common_voice_ko_36880267,이날이야말로 동수문 안에서 인력거꾼 노릇을 하는 김 첨지에게는 닥친 운수 좋은 날이었다.,South Korea,twenties,male
common_voice_ko_36880273,천천히 걸어가면서 공을 공을 굴려 봅니다.,South Korea,twenties,male
common_voice_ko_36880274,거짓말이라고?,South Korea,twenties,male
common_voice_ko_36880275,일구월심에 다시 한곡리루 가서 살 생각만 나요.,South Korea,twenties,male
common_voice_ko_36880276,진짜 문제는 사람들의 마음이다.,South Korea,twenties,male
common_voice_ko_36880278,예비비의 지출은 차기국회의 승인을 얻어야 한다.,South Korea,twenties,male
common_voice_ko_36880279,그러므로 교대하는 그 틈마다 고치통을 들고 들어오는 남 직공과 눈을 맞추었다.,South Korea,twenties,male
common_voice_ko_36880280,환난날에 진실치 못한 자를 의뢰하는 의뢰는 부러진 이와 위골된 발 같으니라.,South Korea,twenties,male
common_voice_ko_36880281,읍으로 들어가는 새로 닦은 신작로가 달빛에 뚜렷이 바라다보였다.,South Korea,twenties,male
common_voice_ko_39744720,본 사이트는 이메일 주소가 무단으로 수집되는 것을 거부합니다.,South Korea,twenties,male
common_voice_ko_39744721,숙직실 앞에서 그는 발길을 멈추고 머뭇머뭇하더니 문을 열고 들어간다.,South Korea,twenties,male
common_voice_ko_39744723,비트코인은 유동성이 매우 심한 화폐이다.,South Korea,twenties,male
common_voice_ko_39744724,재산을 잃은 사람은 많이 잃은 것이다.,South Korea,twenties,male
common_voice_ko_39744743,씩씩거리며 몹시 흥분된 사람같이 몸을 떨다가 벼락같이 양손을 키 위에 갖다가 덮었습니다.,South Korea,twenties,male
common_voice_ko_39744755,땃버리는 기침을 칵 하며 호미를 힘있게 쥐었다.,South Korea,twenties,male
common_voice_ko_39744766,선비는 맘에 없는 말을 겨우 빼었다.,South Korea,twenties,male
common_voice_ko_39744767,"내가 내 마음을 정하게 하였다,내 죄를 깨끗하게 하였다 할 자가 누구뇨.",South Korea,twenties,male
common_voice_ko_39744786,시골집에서 그의 허리를 힘껏 껴안아 주던 때를 회상하며 옥점이는 이렇게 말하였다.,South Korea,twenties,male
common_voice_ko_39744787,동혁이는 건배와 기만의 가운데에 서서 올라온다.,South Korea,twenties,male
common_voice_ko_39744795,그는 몹시 화증을 내며 누구에게 반항이나 하는 듯이 게걸거렸다.,South Korea,twenties,male
common_voice_ko_39744797,그러니 화가 나서 술집으로 달아오곤 하였던 것이다.,South Korea,twenties,male
common_voice_ko_39744815,"그 소리야말로 꾀꼬리 소리지, 허허!",South Korea,twenties,male
common_voice_ko_39744817,감독은 입 모습에 웃음을 띠며 조금 다가앉았다.,South Korea,twenties,male
common_voice_ko_39744819,라고 물었다.,South Korea,twenties,male
common_voice_ko_39744820,맷방석만한 시뻘건 해는 맞은편 잿배기를 타고 넘는다.,South Korea,twenties,male
common_voice_ko_39744822,말씨가 명주 고름 같아지며 머리를 수없이 숙여 보인다.,South Korea,twenties,male
common_voice_ko_39744823,속으로 중얼거리면서 들창 앞으로 다가앉으며 창 밖으로 귀를 기울였다.,South Korea,twenties,male
common_voice_ko_39744837,동혁은 손을 높직이 들며 허공을 저었다.,South Korea,twenties,male
common_voice_ko_39744838,그때의 기분이 너무나 로맨틱하였던 것을 몇 번이나 후회하였다.,South Korea,twenties,male
common_voice_ko_39744839,한마디씩 주고받은 다음에는 말이 없었다.,South Korea,twenties,male
common_voice_ko_39744841,뜻하지 않은 곳에서 첫째를 눈결에 지나친 후로 선비는 밤마다 첫째를 생각하였다.,South Korea,twenties,male
common_voice_ko_39744859,"쇰을 잡아채지 그냥 둬, 이 바보야!",South Korea,twenties,male
common_voice_ko_39744860,어머는 떨리는 목소리로 무엇을 했다.,South Korea,twenties,male
common_voice_ko_39744862,영숙은 도리어 성내는 체하며 말을 하였다.,South Korea,twenties,male
common_voice_ko_39744863,어둠의 뚜껑같은 검은하늘이 윤곽도 잘 안 보이는데 산 위에 얹혀 있으매.,South Korea,twenties,male
common_voice_ko_39744879,하고 동생이 그 형에게 사과했습니다.,South Korea,twenties,male
common_voice_ko_39744880,영신은 달빛에 번쩍번쩍하는 가위를 놀리다가 몇 번이나 그 손을 쉬고 머리를 떨어뜨렸다.,South Korea,twenties,male
common_voice_ko_39744881,왜 나를 바라보지 못하고 천장만 보느냐!,South Korea,twenties,male
common_voice_ko_39744882,또는 이 기숙사에 있는 여공들을 맘대로 부리는 감독을 하게 할 테야.,South Korea,twenties,male
common_voice_ko_39744885,귀여운 듯이 옥점이와 신철이를 번갈아 본다.,South Korea,twenties,male
common_voice_ko_39744886,도저히 손댈 수가 없는 곤란에 부딪혔다면 과감하게 그 속으로 뛰어들어라.,South Korea,twenties,male
common_voice_ko_39744889,인력거를 타시랍시요.,South Korea,twenties,male
common_voice_ko_39744891,금방 얼굴이 해쓱해지더니 앞에 놓인 교탁을 짚을 사이도 없이 그 자리에가 고꾸라지듯이 엎으러졌다.,South Korea,twenties,male
common_voice_ko_39744900,팔십 전을 손에 쥔 김 첨지의 마음은 푼푼하였다.,South Korea,twenties,male
common_voice_ko_39744902,특성화 고등학교의 교장 등은 현장실습 과정에서 학생의 안전과 학습권이 보장될 수 있도록 노력하여야 한다.,South Korea,twenties,male
common_voice_ko_39744904,방 안을 들여다보는 그의 어머니를 쳐다보았다.,South Korea,twenties,male
common_voice_ko_39744905,일이 잘못 됐으니 그 저 참어 주세요.,South Korea,twenties,male
common_voice_ko_39744906,그리고 캄캄한 밤길을 혼자 걷는듯 한 적적함이 그를 싸고도는 것을 새삼스럽게 깨달았다.,South Korea,twenties,male
common_voice_ko_39744908,자기가 덕호와의 관계를 말하지 않았어도 간난이는 벌써 짐작 한 듯 하였다.,South Korea,twenties,male
common_voice_ko_39744926,여호와 하나님이 그 땅에서 보기에 아름답고 먹기에 좋은 나무가 나게 하시니.,South Korea,twenties,male
common_voice_ko_39744928,그는 한참이나 서서 이런 생각을 하다가 숙직실 문 앞에까지 와서 귀를 기울였다.,South Korea,twenties,male
common_voice_ko_39744941,그들의 시선이 마주칠 때마다 뜨거운 사랑이 무언중에 알려진다.,South Korea,twenties,male
common_voice_ko_39744943,의인이 많아지면 백성이 즐거워하고 악인이 권세를 잡으면 백성이 탄식하느니라.,South Korea,twenties,male
common_voice_ko_39744959,춘우는 들어가 옷을 벗고 영숙에게 물었다.,South Korea,twenties,male
common_voice_ko_39744960,선비의 불그레한 얼굴을 곁눈질해 보는 감독은 귀여운 듯이 빙긋이 웃었다.,South Korea,twenties,male
common_voice_ko_39744962,동혁은 그 별을 향해서 침이라도 탁 뱉고 싶었다.,South Korea,twenties,male
common_voice_ko_39744965,춘우는 잡지장을 뒤적뒤적하고 영숙은 돌아앉아서 손에 잡히지 않는 바느질을 시작 하였다.,South Korea,twenties,male
common_voice_ko_39744966,눈이 까맣게 기다리다 못해 반 신 료까지 붙여서 전보를 쳤다.,South Korea,twenties,male
common_voice_ko_39744984,그 다음 순간 기천 의눈에서는 번갯불이 뻔쩍하였다.,South Korea,twenties,male
common_voice_ko_39744986,이제까지 태연한 기색을 보이던 동혁의 얼굴에도 당황한 빛이 떠돈다.,South Korea,twenties,male
common_voice_ko_39744987,응달에서만 지낸 기만의 얼굴과 비교해 볼 때 동혁의 얼굴도 더한층 그을은 것 같다.,South Korea,twenties,male
common_voice_ko_39744999,워싱턴도 모스크바도 우리의 서울은 될 수 없는 것이요.,South Korea,twenties,male
common_voice_ko_39745000,얼마 만에 기차는 왔고 수십 명이나 되는 손이 정류장으로 쏟아져 나왔다.,South Korea,twenties,male
common_voice_ko_39745013,마침 물살도 다시 돌아섰으니...,South Korea,twenties,male
common_voice_ko_39745015,땀과 빗물이 섞여 흐르는 목덜미를 기름주머니가 다된 왜목 수건으로 닦으며.,South Korea,twenties,male
common_voice_ko_39745016,선비는 휙 머리를 돌려 간난이를 바라보다가 빙긋이 웃었다.,South Korea,twenties,male
common_voice_ko_39745038,재작년 이른 봄 어떤 날이었습니다.,South Korea,twenties,male
common_voice_ko_39745040,그는 옥점이가 일어나니 방 안이 쓸쓸해지는 것 같았다.,South Korea,twenties,male
common_voice_ko_39745042,거기에는 흔히 도깨비나 귀신이 나타난다 한다.,South Korea,twenties,male
common_voice_ko_39745052,영신은 정근이가 그 동안 이곳의 금융조합으로 전근이나 해온 줄 알고 채우쳐 물었다.,South Korea,twenties,male
common_voice_ko_39745054,너무나 상쾌한 맘은 그로 하여금 이렇게 하게 하였던 것이다.,South Korea,twenties,male
Voice_1006_123,오늘 아침에 일찌감치 일어났어요.,Singapore,twenties,male
Voice_1006_124,이 책은 정말 재미있게 읽혔어요.,Singapore,twenties,male
Voice_1006_125,우리는 주말에 산에 등반을 갈 거예요.,Singapore,twenties,male
Voice_1006_126,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_127,저는 매일 아침 커피를 마셔요.,Singapore,twenties,male
Voice_1006_128,이 음식은 정말 맛있게 느껴졌어요.,Singapore,twenties,male
Voice_1006_129,오늘은 날씨가 매우 좋네요.,Singapore,twenties,male
Voice_1006_130,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_131,이 음악은 정말 신나요.,Singapore,twenties,male
Voice_1006_132,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_133,이 옷은 정말 편안하게 느껴졌어요.,Singapore,twenties,male
Voice_1006_134,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_135,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_136,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_137,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_138,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_139,이 음식은 조금 매웠어요.,Singapore,twenties,male
Voice_1006_140,우리는 내일 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_141,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_142,저는 매일 저녁 책을 읽어요.,Singapore,twenties,male
Voice_1006_143,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_144,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_145,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_146,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_147,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_148,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_149,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_150,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_151,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_152,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_153,우리는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_154,이 영화는 정말 흥미로웠어요.,Singapore,twenties,male
Voice_1006_155,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_156,이 음식은 조금 짜요.,Singapore,twenties,male
Voice_1006_157,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_158,이 공원은 정말 평화로워요.,Singapore,twenties,male
Voice_1006_159,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_160,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_161,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_162,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_163,저는 매일 아침 커피를 마셔요.,Singapore,twenties,male
Voice_1006_164,이 음식은 정말 맛있게 느껴졌어요.,Singapore,twenties,male
Voice_1006_165,오늘은 날씨가 매우 좋네요.,Singapore,twenties,male
Voice_1006_166,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_167,이 음악은 정말 신나요.,Singapore,twenties,male
Voice_1006_168,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_169,이 옷은 정말 편안하게 느껴졌어요.,Singapore,twenties,male
Voice_1006_170,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_171,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_172,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_173,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_174,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_175,이 음식은 조금 매웠어요.,Singapore,twenties,male
Voice_1006_176,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_177,저는 매일 저녁 책을 읽어요.,Singapore,twenties,male
Voice_1006_178,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_179,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_180,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_181,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_182,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_183,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_184,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_185,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_186,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_187,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_188,우리는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_189,이 영화는 정말 흥미로웠어요.,Singapore,twenties,male
Voice_1006_190,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_191,이 음식은 조금 짜요.,Singapore,twenties,male
Voice_1006_192,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_193,이 공원은 정말 평화로워요.,Singapore,twenties,male
Voice_1006_194,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_195,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_196,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_197,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_198,저는 매일 아침 커피를 마셔요.,Singapore,twenties,male
Voice_1006_199,이 음식은 정말 맛있게 느껴졌어요.,Singapore,twenties,male
Voice_1006_200,오늘은 날씨가 매우 좋네요.,Singapore,twenties,male
Voice_1006_201,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_202,이 음악은 정말 신나요.,Singapore,twenties,male
Voice_1006_203,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_204,이 옷은 정말 편안하게 느껴졌어요.,Singapore,twenties,male
Voice_1006_205,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_206,이 카페는 정말 조용해요.,Singapore,twenties,male
Voice_1006_207,우리는 주말에 가족과 함께 시간을 보낼 거예요.,Singapore,twenties,male
Voice_1006_208,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_209,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_210,이 음식은 조금 매웠어요.,Singapore,twenties,male
Voice_1006_211,우리는 내일 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_212,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_213,저는 매일 저녁 책을 읽어요.,Singapore,twenties,male
Voice_1006_214,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_215,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_216,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_217,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_218,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_219,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_220,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_221,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_222,어제 본 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_223,저는 주말에 친구들과 함께 공원에 갔어요.,Singapore,twenties,male
Voice_1006_224,이 카페의 커피는 정말 맛있어요.,Singapore,twenties,male
Voice_1006_225,오늘은 날씨가 추워서 따뜻한 옷을 입었어요.,Singapore,twenties,male
Voice_1006_226,저는 매일 아침 조깅을 해요.,Singapore,twenties,male
Voice_1006_227,이 책은 정말 흥미로워요.,Singapore,twenties,male
Voice_1006_228,저는 한국어를 배우는 것을 좋아해요.,Singapore,twenties,male
Voice_1006_229,이 음식은 조금 매워요.,Singapore,twenties,male
Voice_1006_230,저는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_231,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_232,저는 주말에 가족과 함께 시간을 보내요.,Singapore,twenties,male
Voice_1006_233,이 영화는 정말 감동적이었어요.,Singapore,twenties,male
Voice_1006_234,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_235,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_236,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_237,이 공원은 정말 아름다워요.,Singapore,twenties,male
Voice_1006_238,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_239,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_240,저는 한국 드라마를 좋아해요.,Singapore,twenties,male
Voice_1006_241,이 음식은 정말 맛있어요.,Singapore,twenties,male
Voice_1006_242,오늘은 정말 피곤한 하루였어요.,Singapore,twenties,male
Voice_1006_243,저는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_244,이 카페의 디저트는 정말 맛있어요.,Singapore,twenties,male
Voice_1006_245,오늘은 날씨가 매우 더워요.,Singapore,twenties,male
Voice_1006_246,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_247,이 소설은 정말 흥미진진해요.,Singapore,twenties,male
Voice_1006_248,저는 한국어 회화를 연습하고 있어요.,Singapore,twenties,male
Voice_1006_249,이 음식은 조금 단맛이 나요.,Singapore,twenties,male
Voice_1006_250,저는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_251,이 노래는 정말 좋네요.,Singapore,twenties,male
Voice_1006_252,저는 주말에 가족과 함께 영화 볼 거예요.,Singapore,twenties,male
Voice_1006_253,이 영화는 정말 슬펐어요.,Singapore,twenties,male
Voice_1006_254,저는 매일 아침 신문을 읽어요.,Singapore,twenties,male
Voice_1006_255,이 신발은 정말 편안해요.,Singapore,twenties,male
Voice_1006_256,우리는 주말에 친구를 만날 거예요.,Singapore,twenties,male
Voice_1006_257,이 영화는 정말 재미있었어요.,Singapore,twenties,male
Voice_1006_258,저는 매일 아침 요가를 해요.,Singapore,twenties,male
Voice_1006_259,이 카페의 음료는 정말 맛있었어요.,Singapore,twenties,male
Voice_1006_260,오늘은 매우 바쁜 하루였어요.,Singapore,twenties,male
Voice_1006_261,우리는 내일 시험이 있어요.,Singapore,twenties,male
Voice_1006_262,이 음악은 정말 좋네요.,Singapore,twenties,male
Voice_1006_263,저는 한국 문화를 배우고 싶어요.,Singapore,twenties,male
Voice_1006_264,이 옷은 정말 예뻐요.,Singapore,twenties,male
Voice_1006_265,우리는 주말에 바다로 여행 갈 거예요.,Singapore,twenties,male
Voice_1006_266,이 영화는 정말 흥미로웠어요.,Singapore,twenties,male
Voice_1006_267,저는 매일 아침 일찍 일어나요.,Singapore,twenties,male
Voice_1006_268,이 음식은 조금 짜요.,Singapore,twenties,male
Voice_1006_269,우리는 내일 회의가 있어요.,Singapore,twenties,male
Voice_1006_270,이 공원은 정말 평화로워요.,Singapore,twenties,male
Voice_1006_271,저는 매일 저녁 산책을 해요.,Singapore,twenties,male
Voice_1006_272,어제 본 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_273,저는 주말에 친구들과 함께 공원에 갔어요.,France,twenties,male
Voice_1006_274,이 카페의 커피는 정말 맛있어요.,France,twenties,male
Voice_1006_275,오늘은 날씨가 추워서 따뜻한 옷을 입었어요.,France,twenties,male
Voice_1006_276,저는 매일 아침 조깅을 해요.,France,twenties,male
Voice_1006_277,이 책은 정말 흥미로워요.,France,twenties,male
Voice_1006_278,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_279,이 음식은 조금 매워요.,France,twenties,male
Voice_1006_280,저는 내일 시험이 있어요.,France,twenties,male
Voice_1006_281,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_282,저는 주말에 가족과 함께 시간을 보내요.,France,twenties,male
Voice_1006_283,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_284,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_285,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_286,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_287,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_288,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_289,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_290,저는 한국 드라마를 좋아해요.,France,twenties,male
Voice_1006_291,이 음식은 정말 맛있어요.,France,twenties,male
Voice_1006_292,오늘은 정말 피곤한 하루였어요.,France,twenties,male
Voice_1006_293,저는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_294,이 카페의 디저트는 정말 맛있어요.,France,twenties,male
Voice_1006_295,오늘은 날씨가 매우 더워요.,France,twenties,male
Voice_1006_296,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_297,이 소설은 정말 흥미진진해요.,France,twenties,male
Voice_1006_298,저는 한국어 회화를 연습하고 있어요.,France,twenties,male
Voice_1006_299,이 음식은 조금 단맛이 나요.,France,twenties,male
Voice_1006_300,저는 내일 회의가 있어요.,France,twenties,male
Voice_1006_301,이 노래는 정말 좋네요.,France,twenties,male
Voice_1006_302,저는 주말에 가족과 함께 영화 볼 거예요.,France,twenties,male
Voice_1006_303,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_304,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_305,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_306,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_307,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_308,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_309,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_310,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_311,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_312,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_313,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_314,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_315,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_316,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_317,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_318,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_319,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_320,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_321,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_322,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_323,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_324,이 영화는 정말 감동적이었어요.,France,twenties,male
Voice_1006_325,저는 매일 아침 커피를 마셔요.,France,twenties,male
Voice_1006_326,이 음식은 정말 맛있게 느껴졌어요.,France,twenties,male
Voice_1006_327,오늘은 날씨가 매우 좋네요.,France,twenties,male
Voice_1006_328,저는 한국어를 배우는 것을 좋아해요.,France,twenties,male
Voice_1006_329,이 음악은 정말 신나요.,France,twenties,male
Voice_1006_330,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_331,이 옷은 정말 편안하게 느껴졌어요.,France,twenties,male
Voice_1006_332,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_333,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_334,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
Voice_1006_335,이 영화는 정말 슬펐어요.,France,twenties,male
Voice_1006_336,저는 매일 아침 신문을 읽어요.,France,twenties,male
Voice_1006_337,이 음식은 조금 매웠어요.,France,twenties,male
Voice_1006_338,우리는 내일 여행 갈 거예요.,France,twenties,male
Voice_1006_339,이 공원은 정말 아름다워요.,France,twenties,male
Voice_1006_340,저는 매일 저녁 책을 읽어요.,France,twenties,male
Voice_1006_341,이 신발은 정말 편안해요.,France,twenties,male
Voice_1006_342,우리는 주말에 친구를 만날 거예요.,France,twenties,male
Voice_1006_343,이 영화는 정말 재미있었어요.,France,twenties,male
Voice_1006_344,저는 매일 아침 요가를 해요.,France,twenties,male
Voice_1006_345,이 카페의 음료는 정말 맛있었어요.,France,twenties,male
Voice_1006_346,오늘은 매우 바쁜 하루였어요.,France,twenties,male
Voice_1006_347,우리는 내일 시험이 있어요.,France,twenties,male
Voice_1006_348,이 음악은 정말 좋네요.,France,twenties,male
Voice_1006_349,저는 한국 문화를 배우고 싶어요.,France,twenties,male
Voice_1006_350,이 옷은 정말 예뻐요.,France,twenties,male
Voice_1006_351,우리는 주말에 바다로 여행 갈 거예요.,France,twenties,male
Voice_1006_352,이 영화는 정말 흥미로웠어요.,France,twenties,male
Voice_1006_353,저는 매일 아침 일찍 일어나요.,France,twenties,male
Voice_1006_354,이 음식은 조금 짜요.,France,twenties,male
Voice_1006_355,우리는 내일 회의가 있어요.,France,twenties,male
Voice_1006_356,이 공원은 정말 평화로워요.,France,twenties,male
Voice_1006_357,저는 매일 저녁 산책을 해요.,France,twenties,male
Voice_1006_358,이 카페는 정말 조용해요.,France,twenties,male
Voice_1006_359,우리는 주말에 가족과 함께 시간을 보낼 거예요.,France,twenties,male
